episode_id,show_type,campaign,arc,episode_number,title,airdate,vod_url,wiki_url,runtime,watched,notes,has_cooldown,cooldown_date
Webseries|Pub Draw|18|Drawing Fjord with Travis Willingham,Webseries,Pub Draw,,18,Drawing Fjord with Travis Willingham,2019-11-13,https://youtu.be/5s4_J_nqEG0,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Webseries|Mini Primetime|3|Painting Grayscale with Babs Tarr,Webseries,Mini Primetime,,3,Painting Grayscale with Babs Tarr,2019-11-13,https://critrole.com/qtvideo/mini-primetime-painting-grayscale-with-babs-tarr/,https://criticalrole.fandom.com/wiki/Mini_Primetime,,False,Miniature painting tutorials,False,
Main Campaign|Campaign Two: The Mighty Nein|85|The Threads Converge,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,85,The Threads Converge,2019-11-14,https://www.youtube.com/watch?v=J1Efz6E3_-0,https://criticalrole.fandom.com/wiki/The_Threads_Converge,4:29:53,False,,False,
"Miniseries|Miniseries|4|UnDeadwood Part IV: Goodnight, Miss Miriam",Miniseries,UnDeadwood,UnDeadwood,4,"UnDeadwood Part IV: Goodnight, Miss Miriam",2019-11-15,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/WHxuuQ-P2Cg,"https://criticalrole.fandom.com/wiki/UnDeadwood_Part_IV:_Goodnight,_Miss_Miriam",2:17:26,False,,False,
Talk Show|Talks Machina|133|The Threads Converge,Talk Show,Talks Machina,,133,The Threads Converge,2019-11-19,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/1AysuA4yuss,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_133,,False,Hosted by Brian Wayne Foster,False,
Webseries|Yee-Haw Game Ranch|17|Call of Duty: Modern Warfare,Webseries,Yee-Haw Game Ranch,,17,Call of Duty: Modern Warfare,2019-11-19,https://archive.org/details/travis-yee-haw-game-ranch/S2E8,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Mini Primetime|4|Painting Fades with Marisha Ray,Webseries,Mini Primetime,,4,Painting Fades with Marisha Ray,2019-11-20,https://critrole.com/qtvideo/mini-primetime-painting-fades-with-marisha-ray/,https://criticalrole.fandom.com/wiki/Mini_Primetime,,False,Miniature painting tutorials,False,
Main Campaign|Campaign Two: The Mighty Nein|86|The Cathedral,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,86,The Cathedral,2019-11-21,https://www.youtube.com/watch?v=Wao4L1Mfam4,https://criticalrole.fandom.com/wiki/The_Cathedral,5:03:24,False,,False,
Talk Show|Talks Machina|134|The Cathedral,Talk Show,Talks Machina,,134,The Cathedral,2019-11-26,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/uWO8v-TOvG8,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_134,,False,Hosted by Brian Wayne Foster,False,
Webseries|Mini Primetime|5|Painting Fades with Laura Bailey,Webseries,Mini Primetime,,5,Painting Fades with Laura Bailey,2019-11-27,https://critrole.com/qtvideo/mini-primetime-painting-fades-with-laura-bailey/,https://criticalrole.fandom.com/wiki/Mini_Primetime,,False,Miniature painting tutorials,False,
Special|Specials|C2E86b|The Adventures of the Darrington Brigade,Special,Specials,,C2E86b,The Adventures of the Darrington Brigade,2019-11-29,https://youtu.be/pVu_Ib1fpVI,https://criticalrole.fandom.com/wiki/The_Adventures_of_the_Darrington_Brigade,4:36:11,False,,False,
Webseries|Yee-Haw Game Ranch|18|Super Mario Party,Webseries,Yee-Haw Game Ranch,,18,Super Mario Party,2019-12-03,https://archive.org/details/travis-yee-haw-game-ranch/S2E9,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Pub Draw|19|Drawing Action Poses with Sung Jin,Webseries,Pub Draw,,19,Drawing Action Poses with Sung Jin,2019-12-04,https://youtu.be/JNqa3Dfvm64,https://criticalrole.fandom.com/wiki/Pub_Draw,,False,Art tutorial series,False,
Webseries|Mini Primetime|6|Painting Age and Skin Tones with Matthew Mercer,Webseries,Mini Primetime,,6,Painting Age and Skin Tones with Matthew Mercer,2019-12-04,https://critrole.com/qtvideo/mini-primetime-painting-age-and-skin-tones-with-matthew-mercer/,https://criticalrole.fandom.com/wiki/Mini_Primetime,,False,Miniature painting tutorials,False,
Main Campaign|Campaign Two: The Mighty Nein|87|Punishment and Politics,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,87,Punishment and Politics,2019-12-05,https://www.youtube.com/watch?v=3RnC_HS2Ck4,https://criticalrole.fandom.com/wiki/Punishment_and_Politics,3:21:12,False,,False,
Webseries|EverythingIsContent|14|Disney Villainous,Webseries,EverythingIsContent,,14,Disney Villainous,2019-12-05,https://youtu.be/BO7lLiRTUJ8,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Talk Show|Talks Machina|135|Punishment and Politics,Talk Show,Talks Machina,,135,Punishment and Politics,2019-12-10,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/IC2Z9uFTU-g,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_135,,False,Hosted by Brian Wayne Foster,False,
Webseries|Mini Primetime|7|Battle Damage with Travis Willingham,Webseries,Mini Primetime,,7,Battle Damage with Travis Willingham,2019-12-11,https://critrole.com/qtvideo/mini-primetime-battle-damage-with-travis-willingham/,https://criticalrole.fandom.com/wiki/Mini_Primetime,,False,Miniature painting tutorials,False,
Main Campaign|Campaign Two: The Mighty Nein|88|Unwanted Reunions,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,88,Unwanted Reunions,2019-12-12,https://www.youtube.com/watch?v=d-xQ5dsILYU,https://criticalrole.fandom.com/wiki/Unwanted_Reunions,4:11:34,False,,False,
Talk Show|Talks Machina|136|Unwanted Reunions,Talk Show,Talks Machina,,136,Unwanted Reunions,2019-12-17,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/m6RYdYvdB-M,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_136,,False,Hosted by Brian Wayne Foster,False,
Webseries|Yee-Haw Game Ranch|19|Super Smash Bros. Ultimate,Webseries,Yee-Haw Game Ranch,,19,Super Smash Bros. Ultimate,2019-12-17,https://archive.org/details/travis-yee-haw-game-ranch/S2E10,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Special|Specials|C2E88b|End of 2019 Fireside Chat,Special,Specials,,C2E88b,End of 2019 Fireside Chat,2019-12-18,https://youtu.be/lLEuog9UDXs,https://criticalrole.fandom.com/wiki/End_of_2019_Fireside_Chat,1:43:52,False,,False,
Webseries|Mini Primetime|8|Fine Details with Taliesin Jaffe,Webseries,Mini Primetime,,8,Fine Details with Taliesin Jaffe,2019-12-18,https://critrole.com/qtvideo/mini-primetime-fine-details-with-taliesin-jaffe/,https://criticalrole.fandom.com/wiki/Mini_Primetime,,False,Miniature painting tutorials,False,
Main Campaign|Campaign Two: The Mighty Nein|89|Lingering Wounds,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,89,Lingering Wounds,2019-12-19,https://www.youtube.com/watch?v=KrZps9j2bl4,https://criticalrole.fandom.com/wiki/Lingering_Wounds,4:25:23,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|90|Bathhouses and Bastions,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,90,Bathhouses and Bastions,2020-01-09,https://www.youtube.com/watch?v=wdHE0avQRVw,https://criticalrole.fandom.com/wiki/Bathhouses_and_Bastions,3:52:29,False,,False,
Talk Show|Talks Machina|137|Lingering Wounds & Bathhouses and Bastions,Talk Show,Talks Machina,,137,Lingering Wounds & Bathhouses and Bastions,2020-01-14,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/W_8GIwC9FRg,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_137,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|91|Stone to Clay,Main Campaign,Campaign Two: The Mighty Nein,Arc 4: Swords and Angels,91,Stone to Clay,2020-01-16,https://www.youtube.com/watch?v=mN6jDz0UPdo,https://criticalrole.fandom.com/wiki/Stone_to_Clay,3:56:04,False,,False,
Talk Show|Talks Machina|138|Stone to Clay,Talk Show,Talks Machina,,138,Stone to Clay,2020-01-21,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/50yKc8sW1aE,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_138,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|92|Home is Where the Heart Is,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,92,Home is Where the Heart Is,2020-01-23,https://www.youtube.com/watch?v=qS9rz1srwio,https://criticalrole.fandom.com/wiki/Home_is_Where_the_Heart_Is,4:13:24,False,,False,
Talk Show|Talks Machina|139|Home is Where the Heart Is,Talk Show,Talks Machina,,139,Home is Where the Heart Is,2020-01-28,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/IlLWpyj66Zo,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_139,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|93|Misery Loves Company,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,93,Misery Loves Company,2020-01-30,https://www.youtube.com/watch?v=PJawve2RxNM,https://criticalrole.fandom.com/wiki/Misery_Loves_Company,3:53:30,False,,False,
Talk Show|Talks Machina|140|Misery Loves Company,Talk Show,Talks Machina,,140,Misery Loves Company,2020-02-04,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/jJn1idpIkbg,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_140,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|94|With Great Power...,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,94,With Great Power...,2020-02-06,https://www.youtube.com/watch?v=Arx8bX4E_Cw,https://criticalrole.fandom.com/wiki/With_Great_Power...,4:02:40,False,,False,
Talk Show|Talks Machina|141|With Great Power...,Talk Show,Talks Machina,,141,With Great Power...,2020-02-11,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/zRbJXCY9yIk,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_141,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|95|Blessing in Disguise,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,95,Blessing in Disguise,2020-02-13,https://www.youtube.com/watch?v=1Db5CorBfz4,https://criticalrole.fandom.com/wiki/Blessing_in_Disguise,3:43:25,False,,False,
Special|Specials|C2E95a|Cinderbrush: A Monsterhearts Story,Special,Specials,,C2E95a,Cinderbrush: A Monsterhearts Story,2020-02-14,https://youtu.be/51ykIVq9KcM,https://criticalrole.fandom.com/wiki/Cinderbrush:_A_Monsterhearts_Story,4:35:56,False,,False,
Talk Show|Talks Machina|142|Blessing in Disguise,Talk Show,Talks Machina,,142,Blessing in Disguise,2020-02-18,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/XXsGgkmhl_s,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_142,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|96|Family Shatters,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,96,Family Shatters,2020-02-20,https://www.youtube.com/watch?v=Tmz4TS3Div8,https://criticalrole.fandom.com/wiki/Family_Shatters,4:35:27,False,,False,
Talk Show|Talks Machina|143|Family Shatters,Talk Show,Talks Machina,,143,Family Shatters,2020-02-25,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/Tn2u2ELe3jY,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_143,,False,Hosted by Brian Wayne Foster,False,
Webseries|EverythingIsContent|15|Two Point Hospital,Webseries,EverythingIsContent,,15,Two Point Hospital,2020-02-25,https://youtu.be/JiDDdDUU5wU,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|97|The Fancy and the Fooled,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,97,The Fancy and the Fooled,2020-02-27,https://www.youtube.com/watch?v=SV8eKqbZZNQ,https://criticalrole.fandom.com/wiki/The_Fancy_and_the_Fooled,4:15:06,False,,False,
Talk Show|Talks Machina|144|The Fancy and the Fooled,Talk Show,Talks Machina,,144,The Fancy and the Fooled,2020-03-03,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/c3iOkvFunTo,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_144,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|98|Dark Waters,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,98,Dark Waters,2020-03-05,https://www.youtube.com/watch?v=4OH5Sa8x_Cw,https://criticalrole.fandom.com/wiki/Dark_Waters,5:08:24,False,,False,
Talk Show|Talks Machina|145|Dark Waters,Talk Show,Talks Machina,,145,Dark Waters,2020-03-10,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/l7XmvJGwzqM,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_145,,False,Hosted by Brian Wayne Foster,False,
"Main Campaign|Campaign Two: The Mighty Nein|99|High Seas, High Stakes",Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,99,"High Seas, High Stakes",2020-03-12,https://www.youtube.com/watch?v=KmLNSQwQQXQ,"https://criticalrole.fandom.com/wiki/High_Seas,_High_Stakes",3:48:13,False,,False,
Special|Specials|C2E99a|Doom Eternal One-Shot,Special,Specials,,C2E99a,Doom Eternal One-Shot,2020-03-16,https://youtu.be/CX8I4M7MPo4,https://criticalrole.fandom.com/wiki/Doom_Eternal_One-Shot,3:42:11,False,,False,
Special|Specials|C2E99b|Explorer's Guide to Wildemount Q&A and Fireside Chat with Matthew Mercer,Special,Specials,,C2E99b,Explorer's Guide to Wildemount Q&A and Fireside Chat with Matthew Mercer,2020-03-25,https://youtu.be/Ir-tDmRS6Aw,https://criticalrole.fandom.com/wiki/Explorer%27s_Guide_to_Wildemount_Q%26A_and_Fireside_Chat_with_Matthew_Mercer,1:43:52,False,,False,
Webseries|Narrative Telephone|1|Pumat's Stroll,Webseries,Narrative Telephone,,1,Pumat's Stroll,2020-04-06,https://www.youtube.com/watch?v=VH7Q8S0-L-w,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_1,,False,,False,
Webseries|Yee-Haw Game Ranch|20|Unravel Two,Webseries,Yee-Haw Game Ranch,,20,Unravel Two,2020-04-21,https://critrole.com/qtvideo/yee-haw-off-the-ranch-unravel-two/,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Narrative Telephone|2|Jester's Tall Tale,Webseries,Narrative Telephone,,2,Jester's Tall Tale,2020-04-28,https://www.youtube.com/watch?v=bvd_2QaQ7qU,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_2,,False,,False,
Webseries|Critter Hug|1|Laser Drag Battles!,Webseries,Critter Hug,,1,Laser Drag Battles!,2020-05-04,https://www.youtube.com/watch?v=4d-ZdoKdwo4,https://criticalrole.fandom.com/wiki/Critter_Hug,,False,Hosted by Matt Mercer and Mica Burton,False,
Webseries|Yee-Haw Game Ranch|21|Moving Out,Webseries,Yee-Haw Game Ranch,,21,Moving Out,2020-05-05,https://critrole.com/qtvideo/yee-haw-off-the-ranch-moving-out/,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Narrative Telephone|3|Scanlan's Love Story,Webseries,Narrative Telephone,,3,Scanlan's Love Story,2020-05-12,https://www.youtube.com/watch?v=tqZWCO2WxgU,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_3,,False,,False,
Webseries|Yee-Haw Game Ranch|22|Yoshi's Crafted World,Webseries,Yee-Haw Game Ranch,,22,Yoshi's Crafted World,2020-05-19,https://critrole.com/qtvideo/yee-haw-off-the-ranch-yoshis-crafted-world/,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Narrative Telephone|4|Widogast's Web of Words,Webseries,Narrative Telephone,,4,Widogast's Web of Words,2020-05-28,https://www.youtube.com/watch?v=T4d1W8a4d9U,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_4,,False,,False,
Webseries|All Work No Play|9|Chainsaw Art,Webseries,All Work No Play,,9,Chainsaw Art,2020-06-02,https://critrole.com/qtvideo/13972/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Webseries|Narrative Telephone|5|Pike's Purple Jewel Cake,Webseries,Narrative Telephone,,5,Pike's Purple Jewel Cake,2020-06-11,https://www.youtube.com/watch?v=Kl77qNkG9Vk,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_5,,False,,False,
Webseries|All Work No Play|10|Ghost Hunting,Webseries,All Work No Play,,10,Ghost Hunting,2020-06-16,https://critrole.com/qtvideo/all-work-no-play-ghost-hunting-with-laura-bailey-s2e2/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Webseries|Yee-Haw Game Ranch|23|Lovers in a Dangerous Spacetime,Webseries,Yee-Haw Game Ranch,,23,Lovers in a Dangerous Spacetime,2020-06-16,https://critrole.com/qtvideo/yee-haw-off-the-ranch-lovers-in-a-dangerous-spacetime/,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Webseries|Narrative Telephone|6|Story of Beau's,Webseries,Narrative Telephone,,6,Story of Beau's,2020-06-25,https://www.youtube.com/watch?v=V_4pOyaLkQI,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_6,,False,,False,
Webseries|All Work No Play|11|Magic!,Webseries,All Work No Play,,11,Magic!,2020-06-30,https://critrole.com/qtvideo/all-work-no-play-magic-with-ashly-burch-s2-e3/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Webseries|Yee-Haw Game Ranch|24|Lovers in a Dangerous Spacetime Round 2,Webseries,Yee-Haw Game Ranch,,24,Lovers in a Dangerous Spacetime Round 2,2020-06-30,https://critrole.com/qtvideo/yee-haw-off-the-ranch-lovers-in-a-dangerous-spacetime-round-2/,https://criticalrole.fandom.com/wiki/Yee-Haw_Game_Ranch,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|100|Hunted at Sea,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,100,Hunted at Sea,2020-07-02,https://www.youtube.com/watch?v=1s0odp2AI_0,https://criticalrole.fandom.com/wiki/Hunted_at_Sea,3:38:05,False,,False,
Webseries|Narrative Telephone|7|Caduceus's Cautionary Chronicle,Webseries,Narrative Telephone,,7,Caduceus's Cautionary Chronicle,2020-07-07,https://www.youtube.com/watch?v=Guj0CCQnL-4,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_7,,False,,False,
"Main Campaign|Campaign Two: The Mighty Nein|101|Mysteries, Memories, and Music",Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,101,"Mysteries, Memories, and Music",2020-07-09,https://www.youtube.com/watch?v=GGQhSkwh2h4,"https://criticalrole.fandom.com/wiki/Mysteries,_Memories,_and_Music",3:38:53,False,,False,
Webseries|All Work No Play|12|Extreme Spa Gauntlet,Webseries,All Work No Play,,12,Extreme Spa Gauntlet,2020-07-14,https://critrole.com/qtvideo/all-work-no-play-spa-gauntlet-with-noelle-stevenson-and-satine-phoenix-s2s4/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
"Main Campaign|Campaign Two: The Mighty Nein|102|Ghosts, Dinosaurs, and Stuff",Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,102,"Ghosts, Dinosaurs, and Stuff",2020-07-16,https://www.youtube.com/watch?v=hKlo5FWlxnA,"https://criticalrole.fandom.com/wiki/Ghosts,_Dinosaurs,_and_Stuff",3:27:03,False,,False,
Webseries|Narrative Telephone|8|Grog's Vlog,Webseries,Narrative Telephone,,8,Grog's Vlog,2020-07-21,https://www.youtube.com/watch?v=R9KfP_GqXh4,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_8,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|103|Maritime Mysteries,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,103,Maritime Mysteries,2020-07-23,https://www.youtube.com/watch?v=1XUaTszLV6Q,https://criticalrole.fandom.com/wiki/Maritime_Mysteries,3:31:33,False,,False,
Webseries|All Work No Play|13|Weapons Forging,Webseries,All Work No Play,,13,Weapons Forging,2020-07-28,https://critrole.com/qtvideo/all-work-no-play-blacksmithing-with-mica-burton-s2e5/,https://criticalrole.fandom.com/wiki/All_Work_No_Play,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|104|The Ruined Sliver,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,104,The Ruined Sliver,2020-07-30,https://www.youtube.com/watch?v=ni3aw71y7LI,https://criticalrole.fandom.com/wiki/The_Ruined_Sliver,3:55:36,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|105|Rumble at Rumblecusp,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,105,Rumble at Rumblecusp,2020-08-06,https://www.youtube.com/watch?v=ItgpnsJS2pE,https://criticalrole.fandom.com/wiki/Rumble_at_Rumblecusp,4:42:21,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|106|A Fog Lifted,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,106,A Fog Lifted,2020-08-13,https://www.youtube.com/watch?v=PWMlvpyFm-E,https://criticalrole.fandom.com/wiki/A_Fog_Lifted,3:52:53,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|107|Devoutness and Dicks,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,107,Devoutness and Dicks,2020-08-27,https://www.youtube.com/watch?v=dd8jt0jfeww,https://criticalrole.fandom.com/wiki/Devoutness_and_Dicks,3:53:57,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|108|Traveler Con,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,108,Traveler Con,2020-09-03,https://www.youtube.com/watch?v=YIcNZERTDOY,https://criticalrole.fandom.com/wiki/Traveler_Con_(episode),4:01:45,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|109|Frigid Propositions,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,109,Frigid Propositions,2020-09-10,https://www.youtube.com/watch?v=kFPLx3SICi0,https://criticalrole.fandom.com/wiki/Frigid_Propositions,3:54:29,False,,False,
Talk Show|Talks Machina|146|Episodes 99-109,Talk Show,Talks Machina,,146,Episodes 99-109,2020-09-15,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/PERNKOiHdXg,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_146,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|110|Dinner with the Devil,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,110,Dinner with the Devil,2020-09-17,https://www.youtube.com/watch?v=pgasGt17Kqo,https://criticalrole.fandom.com/wiki/Dinner_with_the_Devil,4:07:30,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|111|New Homes and Old Friends,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,111,New Homes and Old Friends,2020-09-24,https://www.youtube.com/watch?v=-9pOQ7n3z5g,https://criticalrole.fandom.com/wiki/New_Homes_and_Old_Friends,3:34:58,False,,False,
Webseries|Critter Hug|2|Space Valentine Inc,Webseries,Critter Hug,,2,Space Valentine Inc,2020-09-25,https://www.youtube.com/watch?v=u50KFcySJN0,https://criticalrole.fandom.com/wiki/Critter_Hug,,False,Hosted by Matt Mercer and Mica Burton,False,
Talk Show|Talks Machina|147|Up to New Homes and Old Friends,Talk Show,Talks Machina,,147,Up to New Homes and Old Friends,2020-09-29,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/RjCj_ILG0bE,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_147,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|148|Up to New Homes and Old Friends,Talk Show,Talks Machina,,148,Up to New Homes and Old Friends,2020-10-13,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/Q57DN6eegpo,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_148,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|112|The Chase Begins,Main Campaign,Campaign Two: The Mighty Nein,Arc 5: Family Ties,112,The Chase Begins,2020-10-15,https://www.youtube.com/watch?v=A5IMAFoBVWc,https://criticalrole.fandom.com/wiki/The_Chase_Begins,4:20:09,False,,False,
Webseries|Narrative Telephone|9|Return of the Matt,Webseries,Narrative Telephone,,9,Return of the Matt,2020-10-20,https://www.youtube.com/watch?v=HH8WnWjnZMk,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_9,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|113|A Heart Grown Cold,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,113,A Heart Grown Cold,2020-10-22,https://www.youtube.com/watch?v=0HncegOZtNQ,https://criticalrole.fandom.com/wiki/A_Heart_Grown_Cold,4:05:52,False,,False,
Talk Show|Talks Machina|149|Up to C2E113 - A Heart Grown Cold,Talk Show,Talks Machina,,149,Up to C2E113 - A Heart Grown Cold,2020-10-27,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/Yp16O4rnKZw,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_149,,False,Hosted by Brian Wayne Foster,False,
Webseries|Critter Hug|3|Crafting Grandma's Tale,Webseries,Critter Hug,,3,Crafting Grandma's Tale,2020-10-27,https://www.youtube.com/watch?v=zXNJjGY9cW0,https://criticalrole.fandom.com/wiki/Critter_Hug,,False,Hosted by Matt Mercer and Mica Burton,False,
Main Campaign|Campaign Two: The Mighty Nein|114|An Open Window,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,114,An Open Window,2020-10-29,https://www.youtube.com/watch?v=UGcLpm4iEBg,https://criticalrole.fandom.com/wiki/An_Open_Window,3:42:45,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|115|Fetching Fables & Frosty Friends,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,115,Fetching Fables & Frosty Friends,2020-11-05,https://www.youtube.com/watch?v=kwTzNMNQCEA,https://criticalrole.fandom.com/wiki/Fetching_Fables_%26_Frosty_Friends,4:06:43,False,,False,
Talk Show|Talks Machina|150|Up to C2E115 - Fetching Fables & Frosty Friends,Talk Show,Talks Machina,,150,Up to C2E115 - Fetching Fables & Frosty Friends,2020-11-10,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/eE4xaziWIaU,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_150,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|116|Under Timeless Ice,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,116,Under Timeless Ice,2020-11-12,https://www.youtube.com/watch?v=DhlfFwDOwPM,https://criticalrole.fandom.com/wiki/Under_Timeless_Ice,4:06:43,False,,False,
