episode_id,show_type,campaign,arc,episode_number,title,airdate,vod_url,wiki_url,runtime,watched,notes,has_cooldown,cooldown_date
Webseries|The Re-Slayer's Take|28|The Hexed Hive,Miniseries,The Re-Slayer's Take,,28,The Hexed Hive,2024-12-16,https://youtu.be/HV4lldVXBcs,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|4-Sided Dive|30|4-Sided Dive: What Bits May Come,Talk Show,4-Sided Dive,,30,4-Sided Dive: What Bits May Come,2024-12-17,https://youtu.be/k_iVE2eyqJU,https://criticalrole.fandom.com/wiki/What_Bits_May_Come,2:30:08,False,,False,
Webseries|Narrative Telephone|21|The Case of the Desecrated Locks,Webseries,Narrative Telephone,,21,The Case of the Desecrated Locks,2024-12-18,https://youtu.be/hDxhxxWTz2k,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_21,,False,,False,
Special|Specials|C3E117b|Critical Role Presents: A Daggerheart Critmas Story Live Show,Special,Specials,,C3E117b,Critical Role Presents: A Daggerheart Critmas Story Live Show,2024-12-19,https://youtu.be/kJX0kIvWrAU,https://criticalrole.fandom.com/wiki/Critical_Role_Presents:_A_Daggerheart_Critmas_Story_Live_Show,4:22:30,False,,False,
Webseries|Critical Role Cooldown|C3E117b|Critical Role Presents: A Daggerheart Critmas Story Live Show,Talk Show,Critical Role Cooldown,Specials,C3E117b,Critical Role Presents: A Daggerheart Critmas Story Live Show,2024-12-19,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Talk Show|Critical Role Cooldown|118|C3E118 Cooldown,Talk Show,Critical Role Cooldown,,118,C3E118 Cooldown,2024-12-30,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|118|The Hallowed Cage,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,118,The Hallowed Cage,2025-01-02,https://youtu.be/yCmKOXXY62k,https://criticalrole.fandom.com/wiki/The_Hallowed_Cage,4:58:19,False,,True,2024-12-30
Webseries|Critical Role Cooldown|C3x118|The Hallowed Cage,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x118,The Hallowed Cage,2025-01-02,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|29|The Decomposing Domicile,Miniseries,The Re-Slayer's Take,,29,The Decomposing Domicile,2025-01-06,https://youtu.be/ursmgzhJD38,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|119|C3E119 Cooldown,Talk Show,Critical Role Cooldown,,119,C3E119 Cooldown,2025-01-06,https://www.beacon.tv,,,False,Post-show reactions,False,
Special|Specials|C3E118a|Assassin's Creed Shadows One-Shot,Special,Specials,,C3E118a,Assassin's Creed Shadows One-Shot,2025-01-14,https://youtu.be/1zuh90ScU4Q,https://criticalrole.fandom.com/wiki/Assassin%27s_Creed_Shadows_One-Shot,3:48:19,False,,False,
Main Campaign|Campaign Three: Bells Hells|119|Predathos Awakened,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,119,Predathos Awakened,2025-01-16,https://youtu.be/CGGs7MO1w20,https://criticalrole.fandom.com/wiki/Predathos_Awakened,4:05:36,False,,True,2025-01-13
Webseries|Critical Role Cooldown|C3x119|Predathos Awakened,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x119,Predathos Awakened,2025-01-16,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|30|The Hopeless Hostages,Miniseries,The Re-Slayer's Take,,30,The Hopeless Hostages,2025-01-20,https://youtu.be/r5amCDKj420,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|120|C3E120 Cooldown,Talk Show,Critical Role Cooldown,,120,C3E120 Cooldown,2025-01-20,https://www.beacon.tv,,,False,Post-show reactions,False,
Fireside Chat|Fireside Chat|9|Fireside Chat with Laura Bailey,Fireside Chat,Fireside Chat,,9,Fireside Chat with Laura Bailey,2025-01-22,https://beacon.tv/content/fireside-chat-live-with-laura-bailey,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Main Campaign|Campaign Three: Bells Hells|120|The Red End,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,120,The Red End,2025-01-23,https://youtu.be/oMfPAUUoe9c,https://criticalrole.fandom.com/wiki/The_Red_End,4:49:13,False,,True,2025-01-20
Webseries|Narrative Telephone|22|Lost in the Vamspyre,Webseries,Narrative Telephone,,22,Lost in the Vamspyre,2025-01-23,https://youtu.be/dQhh0kV5b4k,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_22,,False,,False,
Webseries|Critical Role Cooldown|C3x120|The Red End,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x120,The Red End,2025-01-23,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|31|Jasmine Chiong Interview,Miniseries,The Re-Slayer's Take,,31,Jasmine Chiong Interview,2025-01-27,https://youtu.be/SniQ7wfWIqA,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Special|Specials|C3E120a|Freaky Thursday: A Bells Hells Charity One Shot,Special,Specials,,C3E120a,Freaky Thursday: A Bells Hells Charity One Shot,2025-01-30,https://youtu.be/nfRr8k3uWj4,https://criticalrole.fandom.com/wiki/Freaky_Thursday:_A_Bells_Hells_Charity_One_Shot,4:36:26,False,,False,
Webseries|The Re-Slayer's Take|32|The Mummified Menace,Miniseries,The Re-Slayer's Take,,32,The Mummified Menace,2025-02-03,https://youtu.be/Rabse2drxe4,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Talk Show|Critical Role Cooldown|121|C3E121 Cooldown,Talk Show,Critical Role Cooldown,,121,C3E121 Cooldown,2025-02-03,https://www.beacon.tv,,,False,Post-show reactions,False,
Main Campaign|Campaign Three: Bells Hells|121|A New Age Begins,Main Campaign,Campaign Three: Bells Hells,Arc 6: The End of an Age,121,A New Age Begins,2025-02-06,https://youtu.be/fvV-a5J7JF8,https://criticalrole.fandom.com/wiki/A_New_Age_Begins,8:37:09,False,,True,2025-02-03
Webseries|Critical Role Cooldown|C3x121|A New Age Begins,Talk Show,Critical Role Cooldown,Campaign Three: Bells Hells,C3x121,A New Age Begins,2025-02-06,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|33|The Cursed Contract,Miniseries,The Re-Slayer's Take,,33,The Cursed Contract,2025-02-10,https://youtu.be/R-P-b5fUPZk,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Fireside Chat|Fireside Chat|10|Fireside Chat with Matthew Mercer,Fireside Chat,Fireside Chat,,10,Fireside Chat with Matthew Mercer,2025-02-11,https://beacon.tv/content/fireside-chat-live-with-matthew-mercer-campaign-3-bells-hells-finale,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Miniseries|Exandria Unlimited|15|Give and Take,Miniseries,Exandria Unlimited,Divergence,15,Give and Take,2025-02-13,https://youtu.be/Pt_EbSwgoTU,https://criticalrole.fandom.com/wiki/Give_and_Take,5:12:10,False,,False,
Webseries|Critical Role Cooldown|E4x15|Give and Take,Talk Show,Critical Role Cooldown,Exandria Unlimited: Divergence,E4x15,Give and Take,2025-02-13,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|34|The Fading Frosts,Miniseries,The Re-Slayer's Take,,34,The Fading Frosts,2025-02-17,https://youtu.be/iXB1shHoWaw,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Special|Specials|E4E01a|Avowed One-Shot,Special,Specials,,E4E01a,Avowed One-Shot,2025-02-18,https://youtu.be/LhtVxw5xZRY,https://criticalrole.fandom.com/wiki/Avowed_One-Shot,5:11:18,False,,False,
Miniseries|Exandria Unlimited|16|Seven of Them,Miniseries,Exandria Unlimited,Divergence,16,Seven of Them,2025-02-20,https://youtu.be/l0wXgIKKCeA,https://criticalrole.fandom.com/wiki/Seven_of_Them,4:56:17,False,,False,
Webseries|Critical Role Cooldown|E4x16|Seven of Them,Talk Show,Critical Role Cooldown,Exandria Unlimited: Divergence,E4x16,Seven of Them,2025-02-20,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|35|The Stalked Spirit,Miniseries,The Re-Slayer's Take,,35,The Stalked Spirit,2025-02-24,https://youtu.be/VvreV1LRfxI,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Webseries|Narrative Telephone|23|Battle at the Big Top,Webseries,Narrative Telephone,,23,Battle at the Big Top,2025-02-26,https://www.youtube.com/watch?v=CeFpppT6Flo,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_23,,False,,False,
Miniseries|Exandria Unlimited|17|Mirror and Key,Miniseries,Exandria Unlimited,Divergence,17,Mirror and Key,2025-02-27,https://youtu.be/WHNLk29NGk8,https://criticalrole.fandom.com/wiki/Mirror_and_Key,4:37:32,False,,False,
Webseries|Critical Role Cooldown|E4x17|Mirror and Key,Talk Show,Critical Role Cooldown,Exandria Unlimited: Divergence,E4x17,Mirror and Key,2025-02-27,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|The Re-Slayer's Take|36|The Broken Beacon,Miniseries,The Re-Slayer's Take,,36,The Broken Beacon,2025-03-03,https://youtu.be/MVZ7qCx_lEc,https://criticalrole.fandom.com/wiki/The_Re-Slayer%27s_Take,,False,Podcast miniseries,False,
Miniseries|Exandria Unlimited|18|By Heart Alone,Miniseries,Exandria Unlimited,Divergence,18,By Heart Alone,2025-03-06,https://youtu.be/18fmhCYrRo8,https://criticalrole.fandom.com/wiki/By_Heart_Alone,5:21:48,False,,False,
Webseries|Critical Role Cooldown|E4x18|By Heart Alone,Talk Show,Critical Role Cooldown,Exandria Unlimited: Divergence,E4x18,By Heart Alone,2025-03-06,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Special|Specials|E4E04a|Suikoden One-Shot,Special,Specials,,E4E04a,Suikoden One-Shot,2025-03-11,https://youtu.be/MXxYAxfAb1I,https://criticalrole.fandom.com/wiki/Suikoden_One-Shot,5:11:02,False,,False,
Special|Specials|E4E04b|Wrap Up: Campaign 3 and the Era of Reclamation,Special,Specials,,E4E04b,Wrap Up: Campaign 3 and the Era of Reclamation,2025-03-13,https://youtu.be/wfx74BeBSqE,https://criticalrole.fandom.com/wiki/Wrap_Up:_Campaign_3_and_the_Era_of_Reclamation,3:51:20,False,,False,
Fireside Chat|Fireside Chat|11|Fireside Chat with George Primavera & Nick Williams,Fireside Chat,Fireside Chat,,11,Fireside Chat with George Primavera & Nick Williams,2025-03-17,https://beacon.tv/content/fireside-chat-live-with-george-primavera-nick-williams,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Webseries|Weird Kids|1|Weird Kids Episode 1,Webseries,Weird Kids,,1,Weird Kids Episode 1,2025-03-24,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Webseries|Narrative Telephone|24|A Flavorful Tale,Webseries,Narrative Telephone,,24,A Flavorful Tale,2025-03-26,https://www.youtube.com/watch?v=WS9jN26EJdY,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_24,,False,,False,
Webseries|Weird Kids|2|Weird Kids Episode 2,Webseries,Weird Kids,,2,Weird Kids Episode 2,2025-03-31,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
"Miniseries|Miniseries|1|Welcome, Campers!",Miniseries,Wildemount Wildlings,Wildemount Wildlings,1,"Welcome, Campers!",2025-04-03,https://youtu.be/-NwLjKYJngM,"https://criticalrole.fandom.com/wiki/Welcome,_Campers!",2:48:43,False,,False,
"Webseries|Critical Role Cooldown|1|Welcome, Campers!",Webseries,Critical Role Cooldown,Wildemount Wildlings,1,"Welcome, Campers!",2025-04-03,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|3|Weird Kids Episode 3,Webseries,Weird Kids,,3,Weird Kids Episode 3,2025-04-07,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Special|Backstage Pass||Backstage Pass - Chicago,Special,Backstage Pass,,,Backstage Pass - Chicago,2025-04-10,https://beacon.tv/content/critical-role-live-show-chicago-live-beacon-backstage-pass,,,False,Behind-the-scenes live stream,False,
Miniseries|Miniseries|2|Into the Wilde,Miniseries,Wildemount Wildlings,Wildemount Wildlings,2,Into the Wilde,2025-04-10,https://youtu.be/y-R2n9fUyD0,https://criticalrole.fandom.com/wiki/Into_the_Wilde,2:22:40,False,,False,
Webseries|Critical Role Cooldown|2|Into the Wilde,Talk Show,Critical Role Cooldown,Wildemount Wildlings,2,Into the Wilde,2025-04-10,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|4|Weird Kids Episode 4,Webseries,Weird Kids,,4,Weird Kids Episode 4,2025-04-14,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Webseries|EverythingIsContent|28|Humblewood: Beyond the Canopy,Webseries,EverythingIsContent,,28,Humblewood: Beyond the Canopy,2025-04-15,https://youtu.be/FxtblZ9VICA,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Miniseries|Miniseries|3|Wilde Out,Miniseries,Wildemount Wildlings,Wildemount Wildlings,3,Wilde Out,2025-04-17,https://youtu.be/WkLShekygZM,https://criticalrole.fandom.com/wiki/Wilde_Out,2:18:53,False,,False,
Webseries|Critical Role Cooldown|3|Wilde Out,Talk Show,Critical Role Cooldown,Wildemount Wildlings,3,Wilde Out,2025-04-17,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|5|Weird Kids Episode 5,Webseries,Weird Kids,,5,Weird Kids Episode 5,2025-04-21,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Webseries|Narrative Telephone|25|The Tragic Tale of Sir Jrumjpus Jpuljfinkjis,Webseries,Narrative Telephone,,25,The Tragic Tale of Sir Jrumjpus Jpuljfinkjis,2025-04-23,https://www.youtube.com/watch?v=xME0MuHWRPs,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_25,,False,,False,
Miniseries|Thresher|1|From the Deep,Miniseries,Thresher,,1,From the Deep,2025-04-24,https://youtu.be/BhZBaor25as,https://criticalrole.fandom.com/wiki/Thresher,,False,GM: Jasper William Cartwright,True,
Webseries|Critical Role Cooldown|1|From the Deep,Talk Show,Critical Role Cooldown,Thresher,1,From the Deep,2025-04-24,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|6|Weird Kids Episode 6,Webseries,Weird Kids,,6,Weird Kids Episode 6,2025-04-28,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Special|Specials|WW1E03a|The Elder Scrolls Online One-Shot,Special,Specials,,WW1E03a,The Elder Scrolls Online One-Shot,2025-04-29,https://youtu.be/HJDTlX8205w,https://criticalrole.fandom.com/wiki/The_Elder_Scrolls_Online_One-Shot,5:04:58,False,,False,
Fireside Chat|Fireside Chat|12|Fireside Chat with Sam Riegel,Fireside Chat,Fireside Chat,,12,Fireside Chat with Sam Riegel,2025-04-29,https://beacon.tv/content/fireside-chat-live-with-sam-riegel-wildemount-wildlings-more,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Miniseries|Thresher|2|Power Rises,Miniseries,Thresher,,2,Power Rises,2025-05-01,https://youtu.be/dPK6yrJmSjQ,https://criticalrole.fandom.com/wiki/Thresher,,False,GM: Jasper William Cartwright,True,
Webseries|Critical Role Cooldown|2|Power Rises,Talk Show,Critical Role Cooldown,Thresher,2,Power Rises,2025-05-01,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|7|Weird Kids Episode 7,Webseries,Weird Kids,,7,Weird Kids Episode 7,2025-05-05,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Special|Specials|WW1E02a|Total Party Kill: Chicago Live 2025,Special,Specials,,WW1E02a,Total Party Kill: Chicago Live 2025,2025-05-08,https://youtu.be/ScRlVtu90bk,https://criticalrole.fandom.com/wiki/Total_Party_Kill:_Chicago_Live_2025,4:13:35,False,,False,
Webseries|Critical Role Cooldown|WW1E02a|Total Party Kill: Chicago Live 2025,Talk Show,Critical Role Cooldown,Specials,WW1E02a,Total Party Kill: Chicago Live 2025,2025-05-08,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Fireside Chat|Fireside Chat|13|Fireside Chat with Ashley Johnson & Taliesin Jaffe,Fireside Chat,Fireside Chat,,13,Fireside Chat with Ashley Johnson & Taliesin Jaffe,2025-05-12,https://beacon.tv/content/fireside-chat-live-with-ashley-johnson-and-taliesin-jaffe,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
Webseries|Narrative Telephone|26|Dial M for Mephistopheles,Webseries,Narrative Telephone,,26,Dial M for Mephistopheles,2025-05-14,https://www.youtube.com/watch?v=VuKst2lbb2A,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_26,,False,,False,
Webseries|Weird Kids|8|Weird Kids Episode 8,Webseries,Weird Kids,,8,Weird Kids Episode 8,2025-05-19,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Miniseries|Miniseries|0|Creating Characters Matt Wants to Kill: Age of Umbra Session Zero,Miniseries,Age of Umbra,Age of Umbra,0,Creating Characters Matt Wants to Kill: Age of Umbra Session Zero,2025-05-22,https://youtu.be/4VyFOXBU8dM,https://criticalrole.fandom.com/wiki/Creating_Characters_Matt_Wants_to_Kill:_Age_of_Umbra_Session_Zero,2:06:10,False,,False,
Webseries|Critical Role Cooldown|0|Creating Characters Matt Wants to Kill: Age of Umbra Session Zero,Talk Show,Critical Role Cooldown,Age of Umbra,0,Creating Characters Matt Wants to Kill: Age of Umbra Session Zero,2025-05-22,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|9|Weird Kids Episode 9,Webseries,Weird Kids,,9,Weird Kids Episode 9,2025-05-26,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Webseries|Get Your Sheet Together|1|Get Your Sheet Together Episode 1,Webseries,Get Your Sheet Together,,1,Get Your Sheet Together Episode 1,2025-05-26,https://www.beacon.tv,,,False,Beacon exclusive series,False,
Miniseries|Miniseries|1|Age of Umbra: Desperloch,Miniseries,Age of Umbra,Age of Umbra,1,Age of Umbra: Desperloch,2025-05-29,https://youtu.be/GETs5_4NThU,https://criticalrole.fandom.com/wiki/Age_of_Umbra:_Desperloch,3:42:19,False,,False,
Webseries|Critical Role Cooldown|1|Age of Umbra: Desperloch,Talk Show,Critical Role Cooldown,Age of Umbra,1,Age of Umbra: Desperloch,2025-05-29,https://www.beacon.tv,https://criticalrole.fandom.com/wiki/Critical_Role_Cooldown,,False,Beacon.tv exclusive,False,
Webseries|Weird Kids|10|Weird Kids Episode 10,Webseries,Weird Kids,,10,Weird Kids Episode 10,2025-06-02,,,,False,Ashley Johnson & Taliesin Jaffe podcast,False,
Fireside Chat|Fireside Chat|14|Fireside Chat with Matthew Mercer & Elise Rezendes,Fireside Chat,Fireside Chat,,14,Fireside Chat with Matthew Mercer & Elise Rezendes,2025-06-03,https://beacon.tv/content/fireside-chat-live-with-matthew-mercer-and-elise-rezendes,https://criticalrole.fandom.com/wiki/Fireside_Chat,,False,Monthly AMA/Q&A on Beacon.tv,False,
